guardian_other,famsup_no,nursery_yes,internet_yes,higher_yes,higher_no,internet_no,romantic_yes,romantic_no,nursery_no,activities_yes,activities_no,paid_yes,paid_no,famsup_yes,schoolsup_yes,schoolsup_no,freetime,Walc,G3
-0.4877928658690399,1.2610591792291,-0.00855791502272803,0.04702155280456483,2.478436974382772,-1.4487806256292957,1.2388036279075383,0.44440991048725487,0.94411920643382,1.8475898466654783,-0.7740237758504238,-0.671196889707096,2.4951185049681928,-1.2908424007610078,2.1762108490631427,1.4825533448427768,1.3537550562301128,1.488880841906562,0.017738774446330943,1.028554955280357
0.3662165846043174,-0.2301012918045468,0.04935563155632653,-0.2685282497630021,0.7894819061506454,0.16504431741322242,-0.41227687567140797,-1.1421960811975702,0.9516886292815037,1.294938012733534,-0.09569207366727388,0.05987101814168274,-0.8353881885890089,1.0005419063339551,0.08780579142588454,0.463301878233998,0.012612209506917674,-0.39540234375702576,-1.5578100389863523,0.6886690724014151
0.4196413080542741,1.7034235151675932,-1.2158427256735216,-1.3269903296628738,0.41204065439037124,-1.3996581934946581,0.9363628448486214,0.5070468639076344,-0.43026243220587024,0.39754550230137514,-0.7408878561454506,0.4683664319735437,-0.13285398338567714,1.018272755156892,1.9723424948650723,1.160121133650719,1.0650462920493464,-1.0737827778645814,0.5418075396497188,1.5556962232836313
0.826358614053625,-0.02869953677119024,0.728582567661617,1.7210210320181463,-0.06826009355695814,0.5213595001095886,1.0827190552413317,-1.1386844418247446,-0.2003485392413137,0.1699502786829815,-0.7330204760211596,-0.0393652793956166,-0.18282799278745654,1.0785931774691542,-0.6554446452884327,-1.8735470673664878,0.9305571111410192,-0.2384291623337906,1.0795867743465564,-0.8119815336164816
-0.8342144447447022,1.2641147250723406,-0.26028450548723714,0.824680293843393,0.4685191403327597,-0.3137114133107857,-0.776097523411052,-1.114451490716637,-0.2751431242492199,0.6859868830654265,-0.3288026807082331,0.2789130653226917,-0.3094540253946533,0.4473245632247348,-0.6759081108996444,1.9079887615591198,0.44203858006714714,-0.903694606907936,0.8950788530321895,0.11614933334917119
0.5587883668742185,1.1571366100098495,-0.2325454497194524,1.1699266488247195,-0.5604567833061778,0.07453965418653717,-1.1206412223611646,0.2682582917134419,-0.32893414048658937,1.0902195549440101,0.6569803065154286,-0.03914273808213392,1.186784007520983,-0.8277521011894481,-0.12732710595180638,-0.20328883263774208,-1.583694227590882,-1.4747445404480843,-0.4715590090549195,-1.630772502245001
0.1675971736729513,1.139625542767686,-1.2321524492303857,0.7196229354247615,0.1313886241718286,-0.22184970385988395,0.3608086887664053,1.7538032472246394,-1.132088602840125,0.6756612897371269,0.14344435761264032,1.1150131351231205,-0.2413625473700016,-0.23810783608859867,-0.37613566877069354,0.00712859171601702,-0.5138818931493403,-1.694945897589763,1.9692763467367045,0.19182952426356215
0.3039915480910268,2.203830701447992,-0.3359164755121503,0.9143824878671577,1.64489704424997,-1.1812928977953052,1.3484805400672781,-1.1748556054434067,-0.941143842819527,0.08774167229532766,-0.3916590213495504,0.9883172296724201,0.7980951316490696,-0.6835902580612355,0.608812520257756,1.4871690834176134,1.0872477930166267,0.8689236892553263,1.019260430214112,0.8196483439337192
2.022881210166626,0.9032845410420581,-1.3216731924429062,0.7840379874934587,0.11829127465973632,-0.26673383614782237,-0.5061912116904456,0.12148576527322633,-1.4181645280968656,-0.004763408819534863,0.537082502478772,1.4746561988847178,-0.3235983189525327,0.4658776963855372,-0.6677731817417578,-0.8246347261828327,-0.3268917678395819,-1.631971132208733,1.6205564643378803,-0.04887577959323465
0.717902879092498,1.4183084214834791,1.2359537946144294,1.512518167504675,0.5252051116657571,-1.347580037940817,0.5998118046447304,0.1675287897385779,-0.8953270325127916,1.2890321798066644,0.5735586374325427,-0.8370629275307101,-0.1441376340646519,-0.2819693748442595,-0.5723622987424137,-0.5967170224876145,-1.2044989004814786,-1.9299708394877948,0.623026654692523,-0.5947838636102343
0.9783591027650029,0.10022377737164695,-1.1587865046636165,1.615907098651815,0.3147520632295716,0.7660709110841075,3.21519213969847,-1.0078466054147164,-0.5161958737615439,-1.4761297334232364,-0.11535164917249142,-1.2475901923443293,0.5314630578961477,-2.034187623104848,-0.0902536282079038,1.33895526303343,0.14796124991882442,-0.5282909949905658,0.797885214574497,0.5873843737431373
0.39110390533107675,0.5114562483771684,-0.08879831391770561,0.3693028516582799,0.13008939622500074,0.6252804233877104,-1.1233950654525777,-1.0002915668329848,1.13954431305923,1.0079130074071503,-0.4325409969615517,0.04716628739661704,0.2958346328591157,1.7687928468685121,0.215547770623746,0.5018454588045997,-0.2874365662133647,-0.1924307909185843,-0.2144108635604765,-0.03611508544256993
1.6695654525388277,0.3125889375884671,-1.8906688604428328,1.0152585003321095,-0.9770326755433266,-0.0004982705937760596,0.06518602745442373,0.19260313113993713,-0.8085678966001469,0.3973223863020279,0.6964887048765571,-0.35420875745802377,1.514732926922344,0.15303419060316667,-1.807119225223463,-1.2438465019246934,-1.0855036216573897,0.5460865988304965,-1.1607059721486581,-1.4310331895775064
1.845869928801067,0.591731464239332,0.5177367753283018,1.7618382936810058,0.4315477359227907,-0.0629151155531742,0.4166643995728054,0.20926320117601938,-1.0954656764437403,1.024784090780999,0.8695109118778691,-0.947665144892611,0.12105324348711707,-0.5879999839340666,1.1061754716409318,0.04249895949422831,-0.7420425120810294,-0.2639627054255197,0.14009094303192599,0.33176593288887357
0.09616585060556596,2.1691617017048097,-0.8345986903990085,1.5203962921130225,0.5021343520563476,-2.3414141815783336,0.19921828952551013,0.050505559842610286,0.5533371127179052,0.12717292594842333,0.28589257523808564,-0.3328470180453345,-1.3209418813624592,1.4165604395098372,-0.2902326437622957,-2.213573328382941,0.47067731209369557,-0.4913027178614931,1.2026302346053503,-0.7983864206888365
1.1661412885321094,-0.2454914622581021,0.250813739791379,1.2362223211636572,1.6437863035417037,-0.9173868707477257,-0.24016941889574023,-1.1209261253630654,-1.6726096556875927,0.1924685822494151,-0.35078084905101875,0.04908471111692508,-0.8132460366438423,0.5823358007420265,-1.7034275663046923,0.011284131338320992,1.1486189814407004,-0.7720895677311056,1.7015104708776763,-0.6173012466919228
1.1198765454158361,-0.0789718022740814,0.3617116840512659,1.471362035337257,0.980700143186699,0.33674138014529414,-0.9825746167808401,-0.9781457883489532,0.6641711565085398,-1.0460803825831586,-0.4266633264147205,-0.5347870204545961,0.9516722148880159,-0.7352192230857965,-0.1891241587868906,0.537842574924684,-0.32391323755248574,0.0997738276635175,-0.6200115516940543,0.2708939294833737
-0.32276911803342395,2.908107992625799,1.530438830452071,0.18044841251864444,0.42329832447719135,-1.3235106715247202,0.774894098512171,-1.0992044304390078,-0.29010430929404446,-0.26731375559110543,-0.3862449997559723,0.657816349827233,0.8652836592580446,0.7217135609540852,1.7304625589013634,2.005562503849343,-0.46405320196778305,-0.5597176643109368,-0.13455655383542042,-0.973400698101053
-1.5630616465868765,-1.5437325301005187,3.152718333410762,0.2930316994726952,-0.7450363316962851,0.14468513849024486,-0.25197146053839087,-0.5893454368979526,0.4789628470209212,-0.14632297794347499,3.8362407672829044,-0.03137775354450406,-0.12396020405472377,-1.5224918147041338,-1.5656216846115385,-0.7647059603381531,-1.059594089543612,2.041197651221367,-2.0571947902190417,0.4837981568672601
0.15648976848926074,0.00524990057347089,-2.664295204305086,0.8923101552670795,0.024288439039692793,-0.2497580759993986,-0.5618651154383933,1.776588918269372,-1.0665838707512487,1.7319525784315966,0.03996616251940567,0.9951481721523552,0.7113820171706535,0.40184217063026595,-1.4228397808453792,-1.1918516517966466,-0.9188312449964691,0.8208644661487644,1.5689526430050242,-1.0661426976236639
0.13628007972847211,0.9706732016823028,-0.07460010789875596,1.680500391292014,0.7318718426243027,-1.4364095389127705,0.7810237569076762,1.8365867860485945,-1.472792349139867,0.7544155506543782,0.3566129885823734,-1.4263556117622902,-0.3529148209161925,-0.4285722619995996,1.4467851810259036,0.4145784063316003,-1.011697629679781,-0.650651928865944,0.5953603852802912,0.48146103037823074
-0.0022004418045136016,0.2899322108983134,-0.1931969623704183,0.25595450860505053,0.4037712224113992,0.14463557014922934,2.7899049489890135,-0.6514339129875486,-0.508246451694008,0.4953986418092134,4.060176711986385,-2.244497177591417,0.7642932327894499,-0.3531278214024012,-3.8659516280115964,-0.5358002996105934,-0.13665165270448712,-0.07914090082499757,0.0813753741003211,0.5306526619762365
0.1475512091290217,0.13256625439627606,-0.8425616352628039,0.7838887548048881,-0.9085130816726928,-0.5490465381229708,1.2489232427665529,1.818747899790533,-0.892458700116049,1.1911843324510913,0.2613927356102458,-1.602432750428545,0.94375123783358,-0.12541541551501895,1.9871038063662243,-0.4106451080749888,-1.3559125610650724,-1.6187080719298208,-0.21493686676156065,-0.8075751893692281
