guardian_other,schoolsup_no,schoolsup_yes,paid_no,famsup_yes,paid_yes,nursery_no,activities_yes,romantic_no,romantic_yes,higher_no,nursery_yes,internet_yes,internet_no,higher_yes,activities_no,famsup_no,G1,G3,school_GP
0.2161188470518899,-1.9971914303186977,-0.36445095025056085,0.23942416969772226,1.5327883390542465,-0.22018827206522465,-1.1914692309319628,0.4537109918018212,-1.1145653568551401,-1.729105332302135,1.2452745749628225,2.2039797704795467,1.1811443263447932,0.5526766928981108,0.15344874043394297,-0.9491648027219894,0.15996167812593579,0.6764597283561403,-0.5634957252570586,-1.07176242031546
0.7123710320582852,-1.5257193395616258,0.7757041414365573,-0.45233058167272994,0.4771674857317974,0.5494549211764382,-0.16026683975127953,0.3915407000676165,0.7222855203115803,0.004674231063260237,-0.18871472402846726,0.42648215924389965,0.04110226641271067,-1.1813597488247165,1.0294137959189873,-0.9992246770937274,-0.5046182877643741,-0.4372818594951771,-0.7924225775741848,-0.07133621584705897
1.8030506700083493,-1.3625984536050433,0.38101516428478166,-2.289932158425873,0.3872107450532973,0.3759160885617439,-0.10771535672605209,-0.9573394295185438,-0.7984183830559363,-0.27324530245441364,-1.2348573880408502,1.5505848405290235,1.2721361279211747,0.4871386489164641,-0.41530938093735564,-0.9237973431269644,-0.13248969292061646,0.37802131942484535,0.6700241847415076,-0.9822668335134052
-0.6247270679748891,-0.20246882229579316,-0.9979132261617761,-1.3527847623422717,-0.3999225327456381,0.1974806342364403,0.6981588217808278,-1.4021398926438013,-0.5569318977745717,-1.0438366989305166,1.320586972051571,-0.5725633405290423,-0.8144944764871,-0.9566399735637471,-0.8224157827037906,-0.9371621574351728,-0.45015741000158166,0.6647397206809531,1.5445033518725013,0.5878804740959819
-0.19489479603800963,-0.871646799096795,0.04091943179713202,-0.981884502470605,-0.10614405714703976,0.7340261546876735,0.4183898961875845,-0.16453891918434052,1.2378552292269325,-1.7981072067025088,-0.8147280880673715,-1.1545634733865195,1.12267036994344,-0.9724255532421562,0.6332716662757647,-0.17996516684685435,1.4655206645516574,0.14585591355876992,-0.0047521516433109,-0.857055266333905
-0.14074844735680375,1.0081281892485567,0.2768433537772893,0.9321883411938758,-0.19197872679339797,1.0066844893299036,-1.8302446799248298,1.437184909854823,0.1575222013857194,1.9737434460361194,0.441026402644238,-0.13099987927841203,0.5103686083336219,0.18220413459489715,-0.8688184215290421,0.8038456873076419,0.3580515279463749,0.4746055529905331,0.7532297704354248,-0.41679686055876647
1.0560038105433558,0.312330354098649,-0.5811012873304021,1.3742407470881537,0.999924730455512,0.42255204017421716,0.9168122536070709,-0.533284248582411,0.05032416523092997,1.067174335051141,-0.924480043285272,0.1226386524843157,-0.501434694227889,1.56831226368312,-1.4016080161447146,0.10814600518838272,0.24889786430677047,-0.002762329772566599,-1.3825273968785536,0.5863883494311977
-0.920791351401281,-1.107774986992823,0.10473728855592748,-0.032655663637729246,1.2208987895557841,-0.709849168398836,-0.7705925115442025,-0.5558181749928606,-1.1160657068253736,-1.6749776612899359,-0.1512924744667667,2.028622739695402,1.4810514025370602,-0.9179121982375695,0.3751558747605235,-0.2530523709323658,0.5798471920673954,0.5964749551125113,-0.8044907567377584,-0.6709366602138604
-0.056572161650642085,0.4674651262537661,0.045753609904088534,0.2668024003325254,1.143447330531671,0.2937827125716491,-1.9313162790765128,-0.5413174726521759,-0.28069017183226774,1.6563588725443008,0.37768365531453973,0.4427953657886244,0.5642370741666886,0.14694884874462535,-1.0060636691908433,0.3881562238856331,-0.9282505077752645,-0.019123861315938778,0.7188552601096831,-0.06256895954286375
0.5338098101371045,0.7526436901161715,0.5192657369708387,0.5017735974015085,0.5845230893933526,1.0782020990746974,1.0419163396473894,0.5922414404350357,1.0834440100397627,-0.16198876579114618,-0.10670307187833732,0.24430402021814585,0.020317087658537875,0.18798077702520877,-0.9206986702492678,0.8020275502857428,0.6383560938640965,-1.1625160467581066,0.6577033388335162,-0.017978908678610923
